Name	SMILES
Desflurane	FC(F)OC(F)C(F)(F)F
Desipramine	CNCCCN1c2ccccc2CCc2ccccc21
Deslanoside	C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3C[C@@H](O)[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1
Desloratadine	Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
Desmopressin	N=C(N)NCCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
Desogestrel	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC
Desonide	CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
Desoximetasone	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO
Desoxycorticosterone acetate	CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
Desvenlafaxine	CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1
Deucravacitinib	[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC
Deutetrabenazine	[2H]C([2H])([2H])Oc1cc2c(cc1OC([2H])([2H])[2H])[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2
Dexamethasone	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
Dexamethasone acetate	CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
Dexamethasone metasulfobenzoate	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)c1cccc(S(=O)(=O)O)c1
Dexbrompheniramine	CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1
Dexchlorpheniramine maleate	CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O
Dexfenfluramine	CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1
Dexibuprofen	CC(C)Cc1ccc([C@H](C)C(=O)O)cc1
Dexketoprofen	C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1
Dexlansoprazole	Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1
Dexmedetomidine	Cc1cccc([C@H](C)c2c[nH]cn2)c1C
Dexmethylphenidate	COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1
Dexpanthenol	CC(C)(CO)[C@@H](O)C(=O)NCCCO
Dexrazoxane	C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
Dextroamphetamine	C[C@H](N)Cc1ccccc1
Dextromethorphan	COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3
Dextropropoxyphene	CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C
Dextrothyroxine	N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
Dezocine	C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N
D-glucose	O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
Diacerein	CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O
Diacetyl benzoyl lathyrol	C=C1CC[C@H]2[C@@H](/C=C(\C)C(=O)[C@@]3(OC(C)=O)C[C@H](C)[C@H](OC(=O)c4ccccc4)[C@@H]3[C@H]1OC(C)=O)C2(C)C
Diaminopropanol tetraacetic acid	O=C(O)CN(CC(=O)O)CC(O)CN(CC(=O)O)CC(=O)O
Diamorphine	CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341
Diatrizoate	CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I
Diazepam	CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
Diazolidinylurea	O=C1C(N(CO)C(=O)NCO)N(CO)C(=O)N1CO
Diazoxide	CC1=NS(=O)(=O)c2cc(Cl)ccc2N1
Dibekacin	NC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)O1
Dibenzepin	CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21
Dichloralphenazone	Cc1cc(=O)n(-c2ccccc2)n1C.OC(O)C(Cl)(Cl)Cl.OC(O)C(Cl)(Cl)Cl
Dichloroacetic acid	O=C(O)C(Cl)Cl
Dichlorobenzyl alcohol	OCc1ccc(Cl)cc1Cl
Dichromate	O=[Cr](=O)([O-])O[Cr](=O)(=O)[O-]
Diclofenac	O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
Diclofenamide	NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1
Dicloxacillin	Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O
Dicoumarol	O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O
Dicyclomine	CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1
Didanosine	O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1
Didecyldimethylammonium	CCCCCCCCCC[N+](C)(C)CCCCCCCCCC
Dienestrol	C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1
Dienogest	C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N
Diethylamino hydroxybenzoyl hexyl benzoate	CCCCCCOC(=O)c1ccccc1C(=O)c1ccc(N(CC)CC)cc1O
Diethylcarbamazine	CCN(CC)C(=O)N1CCN(C)CC1
Diethylpropion	CCN(CC)C(C)C(=O)c1ccccc1
Diethylstilbestrol	CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1
Diethyltoluamide	CCN(CC)C(=O)c1cccc(C)c1
Difelikefalin	CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](N)Cc1ccccc1)C(=O)N[C@H](CCCCN)C(=O)N1CCC(N)(C(=O)O)CC1
Difenoxin	N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1
Diflorasone	C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
Diflunisal	O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
Difluocortolone	C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO
Difluprednate	CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
Digitoxin	C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
Digoxin	C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
Dihydralazine	NNc1nnc(NN)c2ccccc12
Dihydro-alpha-ergocryptine	CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
Dihydrocodeine	COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341
Dihydroergocornine	CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
Dihydroergocristine	CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O
Dihydroergotamine	CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
Dihydrostreptomycin	CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O
Dihydrotachysterol	CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3\C[C@@H](O)CC[C@@H]3C)CCC[C@]12C
Diiodohydroxyquinoline	Oc1c(I)cc(I)c2cccnc12
Diloxanide furoate	CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1
Diltiazem	COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1
Dimazole	CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1
Dimenhydrinate	CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2nc(Cl)[nH]c2n(C)c1=O
Dimercaprol	OCC(S)CS
Dimercaptosuccinic acid	O=C(O)C(S)C(S)C(=O)O
Dimethyl fumarate	COC(=O)/C=C/C(=O)OC
Dimethyl sulfoxide	CS(C)=O
Dimetindene	CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1
Dimetotiazine	CC(CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C
Dinoprost	CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O
Dinoprost tromethamine	CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O.NC(CO)(CO)CO
Dinoprostone	CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O
Dioctyldimonium	CCCCCCCC[N+](C)(C)CCCCCCCC
Diosmin	COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O
Dioxybenzone	COc1ccc(C(=O)c2ccccc2O)c(O)c1
Dipentamethylenethiuram disulfide	S=C(SSC(=S)N1CCCCC1)N1CCCCC1
Diphemanil	C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1
Diphenhydramine	CN(C)CCOC(c1ccccc1)c1ccccc1
Diphenidol	OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1
Diphenoxylate	CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1
Diphenylguanidine	N=C(Nc1ccccc1)Nc1ccccc1
Diphenylpyraline	CN1CCC(OC(c2ccccc2)c2ccccc2)CC1
Dipivefrin	CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1
Dipotassium phosphate	O=P([O-])([O-])O.[K+].[K+]
Dipyridamole	OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1
Dipyrithione	[O-][n+]1ccccc1SSc1cccc[n+]1[O-]
Diroximel fumarate	COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O
Disopyramide	CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
Disperse Blue 106	CCN(CCO)c1ccc(/N=N/c2ncc([N+](=O)[O-])s2)c(C)c1
Distearyldimonium	CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC
Disulfiram	CCN(CC)C(=S)SSC(=S)N(CC)CC
Ditiocarb zinc	CCN(CC)C(=S)[S-].CCN(CC)C(=S)[S-].[Zn+2]
DL-alpha tocopheryl acetate	CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2
DL-alpha-Tocopherol	Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2
DL-dimyristoylphosphatidylcholine	CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC
DL-dimyristoylphosphatidylglycerol	CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCCCCCCCC
DL-Methylephedrine	C[C@@H]([C@H](O)c1ccccc1)N(C)C
D-Methionine	CSCC[C@@H](N)C(=O)O
Dobutamine	CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
Docetaxel	CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C
Doconexent	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O
Docosanol	CCCCCCCCCCCCCCCCCCCCCCO
Docusate	CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
Dofetilide	CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1
Dolasetron	O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12
Dolutegravir	C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12
Domiphen	CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1
Domperidone	O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1
Donepezil	COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
Dopamine	NCCc1ccc(O)c(O)c1
Dopexamine	Oc1ccc(CCNCCCCCCNCCc2ccccc2)cc1O
Doravirine	Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O
Doripenem	C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12
Dorzolamide	CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
Dosulepin	CN(C)CC/C=C1\c2ccccc2CSc2ccccc21
Dotatate	C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(=O)O
Dotatate gallium Ga-68	C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)CN2CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(=O)O.[68Ga+3]
Doxacurium	COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC
Doxapram	CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O
Doxazosin	COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC
Doxepin	CN(C)CCC=C1c2ccccc2COc2ccccc21
Doxercalciferol	C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
Doxorubicin	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
Doxycycline	C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21
Doxylamine	CN(C)CCOC(C)(c1ccccc1)c1ccccn1
Drometrizole trisiloxane	Cc1cc(CC(C)C[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)c(O)c(-n2nc3ccccc3n2)c1
Dronabinol	CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21
Dronedarone	CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1
Droperidol	O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
Drospirenone	C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12
Drostanolone propionate	CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@H](C)C[C@]4(C)[C@H]3CC[C@]12C
Drotaverine	CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC
Droxidopa	N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1
D-Serine	N[C@H](CO)C(=O)O
Duloxetine	CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
Dutasteride	C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12
Duvelisib	C[C@H](Nc1ncnc2[nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1
Dyclonine	CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1
Dydrogesterone	CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C
Dyphylline	Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O
Ebastine	CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1
Ecamsule	CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2=Cc1ccc(C=C2C(=O)C3(CS(=O)(=O)O)CCC2C3(C)C)cc1
Echothiophate	CCOP(=O)(OCC)SCC[N+](C)(C)C
Econazole	Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
Edaravone	CC1=NN(c2ccccc2)C(=O)C1
Edetate calcium disodium anhydrous	O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Ca+2].[Na+].[Na+]
Edetate disodium anhydrous	O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O.[Na+].[Na+]
Edetic acid	O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
Edotreotide gallium Ga-68	C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)CN2CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O.[68Ga+3]
Edoxaban	CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1
Edoxudine	CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
Edrophonium	CC[N+](C)(C)c1cccc(O)c1
Efavirenz	O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1
Efinaconazole	C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1
Eflornithine	NCCCC(N)(C(=O)O)C(F)F
Elagolix	COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F
Elbasvir	COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc3c(c2)O[C@@H](c2ccccc2)n2c-3cc3cc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)ccc32)[nH]1)C(C)C
Eletriptan	CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
Elexacaftor	Cc1nn(C)cc1S(=O)(=O)NC(=O)c1ccc(-n2ccc(OCC(C)(C)C(F)(F)F)n2)nc1N1C[C@@H](C)CC1(C)C
Eliglustat	CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2
Eltrombopag	CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O
Eluxadoline	COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2nc(-c3ccccc3)c[nH]2)cc1C(=O)O
Elvitegravir	COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C
Emedastine	CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21
Empagliflozin	OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
Emtricitabine	Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F
Enalapril	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O
Enalaprilat	C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
Enasidenib	CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1
Encainide	COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1
Encorafenib	COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1
Enflurane	FC(F)OC(F)(F)C(F)Cl
Enoxacin	CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21
Enoximone	CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1
Enprofylline	CCCn1c(=O)[nH]c(=O)c2[nH]cnc21
Ensulizole	O=S(=O)(O)c1ccc2nc(-c3ccccc3)[nH]c2c1
Entacapone	CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1
Entecavir	C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)nc(N)[nH]c21
Enzacamene	Cc1ccc(/C=C2/C(=O)C3(C)CCC2C3(C)C)cc1
Enzalutamide	CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F
Ephedrine	CN[C@@H](C)[C@H](O)c1ccccc1
Epicriptine	CC[C@@H](C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
Epinastine	NC1=NCC2c3ccccc3Cc3ccccc3N12
Epinephrine	CNC[C@H](O)c1ccc(O)c(O)c1
Epirubicin	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1
Eplerenone	COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13
Epoprostenol	CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O
Eprosartan	CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1
Eravacycline	CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4C[C@H]3C[C@@H]12
Erdafitinib	COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1
Erdosteine	O=C(O)CSCC(=O)NC1CCSC1=O
Ergocalciferol	C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12
Ergometrine	C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
Ergosterol	CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
Ergotamine	CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21
