drug_id,drug_seq
18994,COc1ccc(cc1)-n1nc(C#N)c2CCN(C(=O)c12)c1ccc(cc1)-c1ccccc1CN1CC[C@@H](O)C1
18995,COc1ccc(cc1)-n1nc(NC(=O)OC(C)(C)C)c2CCN(C(=O)c12)c1ccc(cc1)-c1ccccc1CN1CC[C@@H](O)C1
18996,COc1ccc(cc1)-n1nc(N)c2CCN(C(=O)c12)c1ccc(cc1)-c1ccccc1CN1CC[C@@H](O)C1
18997,COc1ccc(cc1)-n1nc(N(C)C(=O)OC(C)(C)C)c2CCN(C(=O)c12)c1ccc(cc1)-c1ccccc1CN1CC[C@@H](O)C1
18998,CNc1nn(c2c1CCN(C2=O)c1ccc(cc1)-c1ccccc1CN1CC[C@@H](O)C1)-c1ccc(OC)cc1
18999,COc1ccc(cc1)-n1nc(N(C)C)c2CCN(C(=O)c12)c1ccc(cc1)-c1ccccc1CN1CC[C@@H](O)C1
19,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
19000,COc1ccc(cc1)-n1nc(c2CCN(C(=O)c12)c1ccc(cc1)-c1ccccc1CN1CC[C@@H](O)C1)-c1nnnn1C
19001,COc1ccc(cc1)-n1nc(c2CCN(C(=O)c12)c1ccc(cc1)-c1ccccc1CN1CC[C@@H](O)C1)-c1nnn[nH]1
19002,COc1ccc(cc1)-n1nc(Cn2ccnn2)c2CCN(C(=O)c12)c1ccc(cc1)-c1ccccc1CN1CC[C@@H](O)C1
19003,COc1ccc(cc1)-n1nc(Cn2nccn2)c2CCN(C(=O)c12)c1ccc(cc1)-c1ccccc1CN1CC[C@@H](O)C1
19004,COc1ccc(cc1)-n1nc(Cn2cncn2)c2CCN(C(=O)c12)c1ccc(cc1)-c1ccccc1CN1CC[C@@H](O)C1
19005,COc1ccc(cc1)-n1nc(Cn2cnnn2)c2CCN(C(=O)c12)c1ccc(cc1)-c1ccccc1CN1CC[C@@H](O)C1
19006,COc1ccc(cc1)-n1nc(Cn2ncnn2)c2CCN(C(=O)c12)c1ccc(cc1)-c1ccccc1CN1CC[C@@H](O)C1
19007,COc1ccc(cc1)-n1nc(C(N)=O)c2CCN(C(=O)c12)c1ccc(cc1)-c1ccccc1CN
19008,CNCc1ccccc1-c1ccc(cc1)N1CCc2c(nn(c2C1=O)-c1ccc(OC)cc1)C(N)=O
19009,COc1ccc(cc1)-n1nc(C(N)=O)c2CCN(C(=O)c12)c1ccc(cc1)-c1ccccc1CN(C)C
19010,CCN(CC)Cc1ccccc1-c1ccc(cc1)N1CCc2c(nn(c2C1=O)-c1ccc(OC)cc1)C(N)=O
19011,COc1ccc(cc1)-n1nc(C(N)=O)c2CCN(C(=O)c12)c1ccc(cc1)-c1ccccc1CN1CCCC1
19012,COc1ccc(cc1)-n1nc(C(N)=O)c2CCN(C(=O)c12)c1ccc(cc1)-c1ccccc1CN1CCC(O)CC1
19013,COc1ccc(cc1)-n1nc(C(N)=O)c2CCN(C(=O)c12)c1ccc(cc1)-c1ccccc1CN(CCO)CCO
19014,COc1ccc(cc1)-n1nc(c2CCN(C(=O)c12)c1ccc(N)cc1)C(F)(F)F
19015,COc1ccc(cc1)-n1nc(c2CCN(C(=O)c12)c1ccc(NC(C)=O)cc1)C(F)(F)F
19016,CNc1ccc(cc1)N1CCc2c(nn(c2C1=O)-c1ccc(OC)cc1)C(F)(F)F
19017,COc1ccc(cc1)-n1nc(c2CCN(C(=O)c12)c1ccc(cc1)N(C)C(C)=O)C(F)(F)F
19018,COc1ccc(cc1)-n1nc(c2CCN(C(=O)c12)c1ccc(cc1)N(C)C)C(F)(F)F
19019,COc1ccc(cc1)-n1nc(c2CCN(C(=O)c12)c1ccc(cc1)N1CCCCC1)C(F)(F)F
19020,COc1ccc(cc1)-n1nc(c2CCN(C(=O)c12)c1ccc(cc1)N1CCCCC1=O)C(F)(F)F
19021,COc1ccc(cc1)-n1nc(c2CCN(C(=O)c12)c1ccc(cc1)N1CCCCCC1=O)C(F)(F)F
19022,COc1ccc(cc1)-n1nc(C(N)=O)c2CCN(C(=O)c12)c1ccc(cc1)N(C)C(C)=O
190226,COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)[C@]1(CC[C@@]35C[C@@H]1[C@](O)(CC(O)CO)c1ccccc1)OC
190227,COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)[C@]1(CC[C@@]35C[C@@H]1C(NCC(O)=O)c1ccccc1)OC
190228,COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)[C@]1(CC[C@@]35C[C@@H]1C(NC(C)C(O)=O)c1ccccc1)OC
190229,COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)[C@]1(CC[C@@]35C[C@@H]1C(NC(C)C(N)=O)c1ccccc1)OC
19023,COc1ccc(cc1)-n1nc(C(N)=O)c2CCN(C(=O)c12)c1ccc(cc1)N1CCCCC1=O
190230,COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)[C@]1(CC[C@@]35C[C@@H]1C(NC(C(O)=O)c1ccccc1)c1ccccc1)OC
190231,COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)[C@]1(CC[C@@]35C[C@@H]1C(N[C@@H](C(N)=O)c1ccccc1)c1ccccc1)OC
19024,CS(=O)(=O)c1ccccc1C1=CCC(CC1)NC(=O)c1cc(nn1-c1cccc(CN)c1)C(F)(F)F
19025,CS(=O)(=O)c1ccccc1[C@H]1CC[C@@H](CC1)NC(=O)c1cc(nn1-c1cccc(CN)c1)C(F)(F)F
19026,CS(=O)(=O)c1ccccc1[C@@H]1CC[C@@H](CC1)NC(=O)c1cc(nn1-c1cccc(CN)c1)C(F)(F)F
190267,CC#CC[C@H](C)[C@H](O)\C=C\[C@H]1CC(F)(F)C(=O)N1CCCCCCC(O)=O
190268,CCC#CC[C@H](C)[C@H](O)\C=C\[C@H]1CC(F)(F)C(=O)N1CCCCCCC(O)=O
190269,C[C@@H](CCCc1ccccc1)[C@H](O)\C=C\[C@H]1CC(F)(F)C(=O)N1CCCCCCC(O)=O
19027,CS(=O)(=O)c1ccccc1N1CCC(CC1)NC(=O)c1cc(nn1-c1cccc(CN)c1)C(F)(F)F
190270,CCCCC[C@H](O)\C=C\[C@H]1CC(F)(F)C(=O)N1CCCCCCC(O)=O
190271,O[C@@H](CCCCc1ccccc1)\C=C\[C@H]1CC(F)(F)C(=O)N1CCCCCCC(O)=O
190272,CCC#CC[C@H](C)[C@H](O)\C=C\[C@H]1CC(F)(F)C(=O)N1CCc1ccc(cc1)C(O)=O
190273,CCCCC[C@H](O)\C=C\[C@H]1CC(F)(F)C(=O)N1CCc1ccc(cc1)C(O)=O
190274,CCC#CC[C@H](C)[C@H](O)\C=C\[C@H]1CC(F)(F)C(=O)N1CCCc1ccc(s1)C(O)=O
190275,C[C@@H](CCCc1ccccc1)[C@H](O)\C=C\[C@H]1CC(F)(F)C(=O)N1CCCc1ccc(s1)C(O)=O
19028,CS(=O)(=O)c1ccccc1N1CCC(CC1)NC(=O)c1cc(nn1-c1ccccc1CN)C(F)(F)F
190282,CCCCC[C@H](O)\C=C\[C@H]1CC(F)(F)C(=O)N1CCCc1ccc(s1)C(O)=O
19029,CS(=O)(=O)c1ccccc1N1CCC(CC1)NC(=O)c1cc(nn1-c1ccc2onc(N)c2c1)C(F)(F)F
19030,CS(=O)(=O)c1ccccc1N1CCC(CC1=O)NC(=O)c1cc(nn1-c1ccc2onc(N)c2c1)C(F)(F)F
19031,COc1ccc(cc1)-n1nc(cc1C(=O)NC1CCN(CC1)c1ccccc1S(C)(=O)=O)C(F)(F)F
19032,Nc1noc2ccc(cc12)-n1nc(cc1C(=O)NC1CCN(CC1)c1ccccc1CN1CCCC1)C(F)(F)F
19033,Nc1noc2ccc(cc12)-n1nc(cc1C(=O)NC1CCN(CC1)c1ccccc1CN1CCC[C@H]1O)C(F)(F)F
19034,CNCc1ccccc1N1CCC(CC1)NC(=O)c1cc(nn1-c1ccc2onc(N)c2c1)C(F)(F)F
19035,CCN(C)Cc1ccccc1N1CCC(CC1)NC(=O)c1cc(nn1-c1ccc2onc(N)c2c1)C(F)(F)F
19036,COc1ccc(cc1)-n1nc(C(N)=O)c2CCN(C3CCN(CC3)c3ccccc3S(C)(=O)=O)C(=O)c12
19037,COc1ccc(cc1)-n1nc(C(N)=O)c2CCN(C3CCN(CC3)c3ccccc3CN(C)C)C(=O)c12
19038,COc1ccc(cc1)-n1nc(C(N)=O)c2CCN(C3CCN(CC3)c3ccccc3CN3CCCC3)C(=O)c12
19039,COc1ccc(cc1)-n1nc(C(N)=O)c2CCN(C3CCN(CC3)c3ccccc3CN3CCOCC3)C(=O)c12
19040,COc1ccc(cc1)-n1nc(C(N)=O)c2CCN(C3CCN(CC3)c3ccccc3CN3CCC[C@@H]3O)C(=O)c12
19041,CNCc1ccccc1N1CCC(CC1)N1CCc2c(nn(c2C1=O)-c1ccc(OC)cc1)C(N)=O
19042,CCN(CC)Cc1ccccc1N1CCC(CC1)N1CCc2c(nn(c2C1=O)-c1ccc(OC)cc1)C(N)=O
19043,COc1ccc(cc1)-n1nc(C(N)=O)c2CCN(C3CCN(CC3)c3ccccc3CN(C)C(C)=O)C(=O)c12
19044,COc1ccc(cc1)-n1nc(C(N)=O)c2CCN(C3CCN(CC3)c3ccccc3CN(C)S(C)(=O)=O)C(=O)c12
19045,COc1ccc(cc1)-n1nc(C(N)=O)c2CCN(C3CCN(CC3)c3ccccc3S(N)(=O)=O)C(=O)c12
19046,COc1ccc(cc1)-n1nc(cc1C(=O)NC1CCN(CC1)c1ccccc1CN(C)C)C(F)(F)F
19047,COc1ccc(cc1)-n1nc(cc1C(=O)NC1CCN(CC1)c1ccccc1CN1CCCC1)C(F)(F)F
19048,COc1ccc(cc1)-n1nc(cc1C(=O)NC1CCN(CC1)c1ccccc1CN1CCOCC1)C(F)(F)F
190560,NC(=O)[C@@H](O)[C@H](O)c1cccc(n1)-c1ccc(Oc2ccc(c(c2)C#N)C(F)(F)F)cc1
190561,NC(=O)[C@H](O)[C@@H](O)c1cccc(n1)-c1ccc(Oc2ccc(c(c2)C#N)C(F)(F)F)cc1
190562,NC(=O)[C@H](O)[C@@H](O)c1ccnc(n1)-c1ccc(Oc2ccc(F)cc2)cc1
190595,C1COC(CN1)c1ccc(cc1)-c1nc2ccccc2[nH]1
190596,Clc1ccc2nc([nH]c2c1)-c1ccc(cc1)C1CNCCO1
190597,Clc1ccc(cc1)-c1cc(n[nH]1)-c1ccc(cc1)C1CNCCO1
190598,Fc1ccc(cc1)-c1cc(n[nH]1)-c1ccc(cc1)C1CNCCO1
190599,Clc1ccc(cn1)-c1cc(n[nH]1)-c1ccc(cc1)C1CNCCO1
190600,N#Cc1ccc(cc1)-c1cc(n[nH]1)-c1ccc(cc1)C1CNCCO1
190601,Brc1cnc2nc([nH]c2c1)-c1ccc(cc1)[C@H]1CNCCO1
190602,Clc1ccc(cc1)-c1cc(n[nH]1)-c1ccc(cc1)[C@@H]1CNCCO1
190604,Fc1ccc2nc([nH]c2c1)-c1ccc(cc1)[C@H]1CNCCO1
190605,Fc1cc(F)c2nc([nH]c2c1)-c1ccc(cc1)[C@H]1CNCCO1
190607,Fc1ccc(-c2cc(n[nH]2)-c2ccc(cc2)[C@H]2CNCCO2)c(F)c1
190608,Fc1ccc(-c2cc(n[nH]2)-c2ccc(cc2)[C@@H]2CNCCO2)c(F)c1
190609,Fc1ccc2nc([nH]c2c1)-c1ccc(cc1)[C@@H]1CNCCO1
190610,Cc1cc2nc([nH]c2cc1C)-c1ccc(cc1)[C@H]1CNCCO1
190611,Fc1ccc(cc1)-c1nnc(o1)-c1ccc(cc1)[C@H]1CNCCO1
190612,Fc1ccc(cc1)-n1cc(nn1)-c1ccc(cc1)[C@H]1CNCCO1
190613,Fc1ccc(cc1)-n1cc(cn1)-c1ccc(cc1)[C@H]1CNCCO1
190614,Fc1ccc(cc1)-c1nc(n[nH]1)-c1ccc(cc1)[C@H]1CNCCO1
190615,Fc1ccc(cc1)C(=O)Nc1n[nH]c2cc(ccc12)C1CNCCO1
190616,Fc1ccc(cc1)[C@@H]1COC(=N1)c1ccc(cc1)[C@H]1CNCCO1
190617,Fc1ccc(cc1)-c1nc(n[nH]1)-c1ccc(cc1)[C@@H]1CNCCO1
190618,C1CO[C@H](CN1)c1ccc(cc1)-c1cc([nH]n1)C1CCOCC1
190619,Fc1ccc(cc1)-c1ncn(n1)-c1ccc(cc1)[C@H]1CNCCO1
190620,Fc1ccc(cc1)-n1cc(cn1)-c1ccc(cc1)[C@@H]1CNCCO1
190621,Fc1ccc(cc1)-c1cn(nn1)-c1ccc(cc1)[C@H]1CNCCO1
190622,N#Cc1ccc(cc1)-c1cc(n[nH]1)-c1ccc(cc1)[C@H]1CNCCO1
190623,Fc1ccc(cc1)-c1cc(n[nH]1)-c1ccc(cc1)[C@H]1CNCCO1
190624,Fc1ccc(cc1)C(=O)Nc1cc(n[nH]1)-c1ccc(cc1)[C@H]1CNCCO1
190625,Fc1ccc(cc1)-c1cc(n[nH]1)-c1ccc(cc1)[C@@H]1CNCCO1
190626,N#Cc1ccc(cc1)-c1cc(n[nH]1)-c1ccc(cc1)[C@@H]1CNCCO1
190627,Fc1cc(ccc1-c1cc(n[nH]1)-c1ccc(cc1)[C@H]1CNCCO1)C#N
190628,Fc1ccc(cc1)-c1nnc(o1)-c1ccc(cc1)[C@@H]1CNCCO1
190629,Fc1ccc(cc1)-n1cc(nn1)-c1ccc(cc1)[C@@H]1CNCCO1
190630,Fc1ccc(cc1)-c1ncn(n1)-c1ccc(cc1)[C@@H]1CNCCO1
190631,Clc1ccc(cn1)-c1cc(n[nH]1)-c1ccc(cc1)[C@H]1CNCCO1
190632,Clc1ccc(cn1)-c1cc(n[nH]1)-c1ccc(cc1)[C@@H]1CNCCO1
190633,Fc1ccc(cc1)-c1cn(nn1)-c1ccc(cc1)[C@@H]1CNCCO1
190634,Fc1ccc(cc1)-c1cc(n[nH]1)-c1ccc(cc1F)[C@H]1CNCCO1
190635,Fc1ccc(cc1)-c1cc(n[nH]1)-c1ccc(cc1F)[C@@H]1CNCCO1
190636,Clc1cc(ccn1)-c1cc(n[nH]1)-c1ccc(cc1)[C@H]1CNCCO1
190637,Fc1ccc(cc1)-c1nc2cc(ccc2[nH]1)[C@H]1CNCCO1
190638,Fc1ccc(cc1)-c1nc2cc(ccc2[nH]1)[C@@H]1CNCCO1
190639,C1CO[C@H](CN1)c1ccc2[nH]c3ncccc3c2c1
190640,FC(F)(F)c1cnc2[nH]c3ccc(cc3c2c1)[C@H]1CNCCO1
190641,Clc1cnc2[nH]c3ccc(cc3c2c1)[C@H]1CNCCO1
190642,FC(F)(F)c1cnc2[nH]c3ccc(cc3c2c1)[C@@H]1CNCCO1
190643,FC(F)(F)c1ccc2c(n1)[nH]c1ccc(cc21)[C@H]1CNCCO1
190645,CC(C)Oc1ncc2c(n1)[nH]c1ccc(cc21)[C@H]1CNCCO1
190646,CCOc1ccc(cn1)-c1nc2ccc(cc2o1)[C@@H]1CNCCO1
190647,FC(F)(F)c1ccc(cn1)-c1nc2ccc(cc2o1)[C@@H]1CNCCO1
190648,FC(F)(F)c1cc(ccn1)-c1nc2ccc(cc2o1)[C@@H]1CNCCO1
190649,FC(F)(F)c1cc(ccn1)-c1nc2ccc(cc2o1)[C@H]1CNCCO1
190650,CCCCCCc1ccc(Oc2ccccc2Cl)c(O)c1
190652,CCCCCCc1ccn(Cc2ccccc2C)c(=O)c1
190653,CCCCCCc1ccn(Cc2ccccc2Cl)c(=O)c1
190654,CCCCCCc1ccn(Cc2cccc(N)c2C)c(=O)c1
190655,CCCCCCc1ccn(Cc2ccccc2)c(=O)c1
190656,CCCCCCc1ccn(Cc2ccc(cc2)[N+]([O-])=O)c(=O)c1
190658,CCCCCCc1cc(=O)c(Oc2ccc(N)cc2C)cn1C
190659,CCCCCCc1cc(=O)c(Oc2ccc(cc2)[N+]([O-])=O)cn1C
190661,CCCCCCc1cc(=O)c(Oc2ccccc2C)cn1C
190665,CN1CCN(CC1)c1cncc(CCc2cc(C)cc(N)n2)c1
190666,CN1CCC(CC1)c1cncc(CCc2cc(C)cc(N)n2)c1
190667,CNCCCc1cncc(CCc2cc(C)cc(N)n2)c1
190668,CN(C)CCCc1cncc(CCc2cc(C)cc(N)n2)c1
190669,COc1ccc(Cn2cnnc2-c2ccc3[nH]cnc3c2)cc1
190670,Clc1ccccc1Cn1cnnc1-c1ccc2[nH]cnc2c1
190671,C(c1ccc(Oc2ccccc2)cc1)n1cnnc1-c1ccc2[nH]cnc2c1
190672,Clc1cccc(Cn2cnnc2-c2ccc3[nH]cnc3c2)c1Cl
190673,COc1ccc(Cn2cnnc2-c2ccc3[nH]cnc3c2)cc1Cl
190674,COc1ccc(CCc2nnc(o2)-c2ccc3[nH]cnc3c2)cc1Cl
190675,C(Cc1ccccc1)c1nnc(s1)-c1ccc2[nH]cnc2c1
190676,COc1ccc(CCc2nnc(s2)-c2ccc3[nH]cnc3c2)cc1OC
190677,COc1cccc(CCc2nnc(s2)-c2ccc3[nH]cnc3c2)c1OC
190678,CSc1ccc(CCc2nnc(s2)-c2ccc3[nH]cnc3c2)cc1
190679,COc1ccc(CCc2nnc(s2)-c2ccc3[nH]cnc3c2)cc1Cl
190680,C(Cc1ccc2OCOc2c1)c1nnc(s1)-c1ccc2[nH]cnc2c1
190681,COc1cc(CCc2nnc(s2)-c2ccc3[nH]cnc3c2)cc(OC)c1OC
190682,Fc1ccc(CCc2nnc(s2)-c2ccc3[nH]cnc3c2)c(F)c1
190683,Fc1ccc(CCc2nnc(s2)-c2ccc3[nH]cnc3c2)cc1F
190684,Fc1cccc(CCc2nnc(s2)-c2ccc3[nH]cnc3c2)c1
190685,COc1cccc(CCc2nnc(s2)-c2ccc3[nH]cnc3c2)c1
190686,COc1ccccc1CCc1nnc(s1)-c1ccc2[nH]cnc2c1
190687,COc1ccc(OC)c(CCc2nnc(s2)-c2ccc3[nH]cnc3c2)c1
190688,COc1cccc(CCc2nnc(s2)-c2ccc3[nH]cnc3c2)c1Cl
190689,C(Sc1ccccc1)c1nnc(s1)-c1ccc2[nH]cnc2c1
190690,COc1ccc(SCc2nnc(s2)-c2ccc3[nH]cnc3c2)cc1OC
190691,COc1ccc(cc1OC)S(=O)(=O)Cc1nnc(s1)-c1ccc2[nH]cnc2c1
190692,C(Cn1cc(nn1)-c1ccc2[nH]cnc2c1)c1ccccc1
190693,C(Sc1ccccc1)n1cc(nn1)-c1ccc2[nH]cnc2c1
190694,COc1ccc(CCn2cc(nn2)-c2ccc3[nH]cnc3c2)cc1OC
190695,COc1ccc(CCn2cc(nn2)-c2ccc3[nH]cnc3c2)cc1
190696,COc1cccc(CCn2cc(nn2)-c2ccc3[nH]cnc3c2)c1
190697,C[C@]1(CS(=O)(=O)C2(CC2)C(=N)N1)c1cc(NC(=O)c2ccc(Cl)cn2)ccc1F
190698,COc1cnc(cn1)C(=O)Nc1ccc(F)c(c1)[C@]1(C)CS(=O)(=O)C2(CC2)C(=N)N1
190699,C[C@]1(CS(=O)(=O)C2(CC2)C(=N)N1)c1cc(NC(=O)c2ccc(F)cn2)ccc1F
190700,C[C@]1(CS(=O)(=O)C2(CC2)C(=N)N1)c1cc(NC(=O)c2ncc(F)cc2F)ccc1F
190701,COc1ccc(nc1)C(=O)Nc1ccc(F)c(c1)[C@]1(C)CS(=O)(=O)C2(CC2)C(=N)N1
190702,C[C@]1(CS(=O)(=O)C2(CCC2)C(=N)N1)c1cc(NC(=O)c2ccc(Cl)cn2)ccc1F
190703,COc1cnc(cn1)C(=O)Nc1ccc(F)c(c1)[C@]1(C)CS(=O)(=O)C2(CCC2)C(=N)N1
190704,C[C@]1(CS(=O)(=O)C2(CCC2)C(=N)N1)c1cc(NC(=O)c2ccc(F)cn2)ccc1F
190705,C[C@]1(CS(=O)(=O)C2(CCC2)C(=N)N1)c1cc(NC(=O)c2ncc(F)cc2F)ccc1F
190706,COc1ccc(nc1)C(=O)Nc1ccc(F)c(c1)[C@]1(C)CS(=O)(=O)C2(CCC2)C(=N)N1
190707,C[C@]1(CS(=O)(=O)C2(CCC2)C(=N)N1)c1cc(NC(=O)c2ccc(cn2)[N+]#[C-])ccc1F
190708,C[C@]1(CS(=O)(=O)C2(CCCC2)C(=N)N1)c1cc(NC(=O)c2ccc(Cl)cn2)ccc1F
190709,C[C@]1(CS(=O)(=O)C2(CCCC2)C(=N)N1)c1cc(NC(=O)c2ccc(F)cn2)ccc1F
190710,C[C@]1(CS(=O)(=O)C2(CCCC2)C(=N)N1)c1cc(NC(=O)c2ccc(cn2)C(F)(F)F)ccc1F
190711,COc1ccc(nc1)C(=O)Nc1ccc(F)c(c1)[C@]1(C)CS(=O)(=O)C2(CCCC2)C(=N)N1
190712,C[C@]1(CS(=O)(=O)C2(CCCC2)C(=N)N1)c1cc(NC(=O)c2cnc(cn2)C(F)(F)F)ccc1F
190713,COc1cnc(cn1)C(=O)Nc1ccc(F)c(c1)[C@]1(C)CS(=O)(=O)C2(CCCC2)C(=N)N1
190714,C[C@]1(CS(=O)(=O)C2(CCCC2)C(=N)N1)c1cc(NC(=O)c2ncc(Cl)cc2Cl)ccc1F
190715,C[C@]1(CS(=O)(=O)C2(CCCC2)C(=N)N1)c1cc(NC(=O)c2cn3ncsc3n2)ccc1F
190716,C[C@]1(CS(=O)(=O)C2(CCCC2)C(=N)N1)c1cc(NC(=O)c2cn3ccsc3n2)ccc1F
190717,Cc1nc(no1)C(=O)Nc1ccc(F)c(c1)[C@]1(C)CS(=O)(=O)C2(CCCC2)C(=N)N1
190718,C[C@]1(CS(=O)(=O)C2(CCCC2)C(=N)N1)c1cc(NC(=O)c2ccn(n2)C(F)F)ccc1F
190719,C[C@]1(CS(=O)(=O)C2(CCCC2)C(=N)N1)c1cc(NC(=O)c2cnsn2)ccc1F
190720,C[C@]1(CS(=O)(=O)C2(CCCCC2)C(=N)N1)c1cc(NC(=O)c2ccc(Cl)cn2)ccc1F
190721,C[C@]1(CS(=O)(=O)C2(CCCCC2)C(=N)N1)c1cc(NC(=O)c2ccc(F)cn2)ccc1F
190722,COc1ccc(nc1)C(=O)Nc1ccc(F)c(c1)[C@]1(C)CS(=O)(=O)C2(CCCCC2)C(=N)N1
190723,COc1cnc(cn1)C(=O)Nc1ccc(F)c(c1)[C@]1(C)CS(=O)(=O)C2(CCCCC2)C(=N)N1
190724,C[C@]1(CS(=O)(=O)C2(CCCCC2)C(=N)N1)c1cc(NC(=O)c2ccc(cn2)C#N)ccc1F
190725,C[C@]1(CS(=O)(=O)C2(CCCCC2)C(=N)N1)c1cc(NC(=O)c2ccc(cn2)C(F)(F)F)ccc1F
190726,C[C@]1(CS(=O)(=O)C2(CCOCC2)C(=N)N1)c1cc(NC(=O)c2ccc(F)cn2)ccc1F
190727,C[C@]1(CS(=O)(=O)C2(CCOCC2)C(=N)N1)c1cc(NC(=O)c2ncc(Cl)cc2Cl)ccc1F
190728,COc1cnc(cn1)C(=O)Nc1ccc(F)c(c1)[C@]1(C)CS(=O)(=O)C2(CCOCC2)C(=N)N1
190729,C[C@]1(CS(=O)(=O)C2(CCOCC2)C(=N)N1)c1cc(NC(=O)c2ccc(Cl)cn2)ccc1F
190730,C[C@]1(CS(=O)(=O)C2(CCOCC2)C(=N)N1)c1cc(NC(=O)c2ccc(cn2)C(F)(F)F)ccc1F
190731,COc1ccc(nc1)C(=O)Nc1ccc(F)c(c1)[C@]1(C)CS(=O)(=O)C2(CCOCC2)C(=N)N1
190732,C[C@]1(CS(=O)(=O)C2(CCOCC2)C(=N)N1)c1cc(NC(=O)c2ncc(Cl)cc2F)ccc1F
190734,C[C@]1(CS(=O)(=O)C2(CCCC2)C(=N)N1)c1cc(ccc1F)-c1cccc(c1)C#N
190735,C[C@]1(CS(=O)(=O)C2(CCCC2)C(=N)N1)c1cc(ccc1F)-c1cncc(Cl)c1
190736,C[C@]1(CS(=O)(=O)C2(CCCC2)C(=N)N1)c1cc(ccc1F)-c1cncc(c1)C#N
190737,COc1cccc2cc(-c3ccc(F)c(c3)[C@]3(C)CS(=O)(=O)C4(CCCC4)C(=N)N3)n(C(=O)OC(C)(C)C)c12
190738,C[C@]1(CS(=O)(=O)C2(CCC2)C(=N)N1)c1cc(ccc1F)-n1cc(nn1)-c1ccccc1
190739,C[C@]1(CS(=O)(=O)C2(CCC2)C(=N)N1)c1cc(ccc1F)-n1cc(nn1)-c1cccnc1
190742,C[C@]1(CS(=O)(=O)C2(CCCC2)C(=N)N1)c1sc(cc1Cl)-c1cncc(c1)C#N
190743,C[C@]1(CS(=O)(=O)C2(CCCC2)C(=N)N1)c1sc(cc1Cl)-c1cncnc1
190744,C[C@]1(CS(=O)(=O)C2(CCCC2)C(=N)N1)c1sc(cc1Cl)-c1cccc(c1)-c1nnco1
190745,COc1cccc2cc([nH]c12)-c1cc(Cl)c(s1)[C@]1(C)CS(=O)(=O)C2(CCCCC2)C(=N)N1
190746,C[C@]1(CS(=O)(=O)C2(CCCCC2)C(=N)N1)c1sc(cc1Cl)-c1cccc(c1)C#N
190747,C[C@]1(CS(=O)(=O)C2(CCCCC2)C(=N)N1)c1sc(cc1Cl)-c1cncc(c1)C#N
190748,C[C@]1(CS(=O)(=O)C2(CCCCC2)C(=N)N1)c1sc(cc1Cl)-c1cncnc1
190749,C[C@]1(CS(=O)(=O)C2(CCCCC2)C(=N)N1)c1sc(cc1Cl)-c1cccc(c1)-c1nnco1
190750,COc1cccc2cc([nH]c12)-c1cc(Cl)c(s1)[C@]1(C)CS(=O)(=O)C2(CCOCC2)C(=N)N1
190751,C[C@]1(CS(=O)(=O)C2(CCOCC2)C(=N)N1)c1sc(cc1Cl)-c1cccc(c1)C#N
190752,C[C@]1(CS(=O)(=O)C2(CCOCC2)C(=N)N1)c1sc(cc1Cl)-c1cncc(c1)C#N
190753,C[C@]1(CS(=O)(=O)C2(CCOCC2)C(=N)N1)c1sc(cc1Cl)-c1cncnc1
190754,C[C@]1(CS(=O)(=O)C2(CCOCC2)C(=N)N1)c1sc(cc1Cl)-c1cccc(c1)C(F)(F)F
190755,COc1cncc(c1)-c1cc(Cl)c(s1)[C@]1(C)CS(=O)(=O)C2(CCOCC2)C(=N)N1
190756,C[C@]1(CS(=O)(=O)C2(CCOCC2)C(=N)N1)c1sc(cc1Cl)-c1cncc(c1)C(F)(F)F
190757,C[C@]1(CS(=O)(=O)C2(CCOCC2)C(=N)N1)c1sc(cc1Cl)-c1cncc(F)c1
190758,C[C@]1(CS(=O)(=O)C2(CCOCC2)C(=N)N1)c1sc(cc1Cl)-c1cccc(c1)N1CCCC1
190759,COc1cc(cc(c1)-c1cc(Cl)c(s1)[C@]1(C)CS(=O)(=O)C2(CCOCC2)C(=N)N1)C#N
190760,C[C@]1(CS(=O)(=O)C2(CCOCC2)C(=N)N1)c1sc(cc1Cl)-c1cccc(c1)-c1nnco1
190761,COc1cccc2cc([nH]c12)-c1cc(Cl)c(s1)[C@]1(C)CS(=O)(=O)C2(CCC2)C(=N)N1
190762,C[C@]1(CS(=O)(=O)C2(CCC2)C(=N)N1)c1sc(cc1Cl)-c1cncc(c1)[N+]#[C-]
190763,C[C@]1(CS(=O)(=O)C2(CCC2)C(=N)N1)c1sc(cc1Cl)-c1cncnc1
